Institution;Project_Name;Station;Location;Country;Site_Name;Site_ID;Site_Code;Latitude;Longitude;Easting;Northing;Projection;Datum;Transect;Transect_Direction;Transect_Length;Depth;Quad;Habitat;Water_Quality;Image_Date;Image_Time;Photographer;Camera;Lens;Analysis_Date;Analysis_Tech;File_Name;Image_Name;Total_Points;Point_Number;Class_ID;ID_Name;ID_Code;Sub-category;Major_Category;Notes;X;Y
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;16;;Conchas;;CON;sand, pavimment, rubble;;1300;2524
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;17;;Rubble;;R;sand, pavimment, rubble;;1819;1677
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;18;;Rubble;;R;sand, pavimment, rubble;CRpink;2811;2286
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;19;;Rubble;;R;sand, pavimment, rubble;;230;1820
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;20;;Rubble;;R;sand, pavimment, rubble;CRpink;1142;2881
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;21;;Rubble;;R;sand, pavimment, rubble;;3438;605
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;22;;Rubble;;R;sand, pavimment, rubble;CRpink;1119;2842
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;23;;Bolones;;BOL;sand, pavimment, rubble;;2253;1357
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;24;;Rubble;;R;sand, pavimment, rubble;;2243;1847
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;25;;Rubble;;R;sand, pavimment, rubble;CRpink;3101;2420
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;26;;Rubble;;R;sand, pavimment, rubble;CRpink;1254;1176
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;27;;Conchas;;CON;sand, pavimment, rubble;;1474;1261
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;28;;Bolones;;BOL;sand, pavimment, rubble;;810;1940
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;29;;Rubble;;R;sand, pavimment, rubble;;2017;292
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;30;;Bolones;;BOL;sand, pavimment, rubble;;2397;1202
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;31;;Rubble;;R;sand, pavimment, rubble;;2673;2349
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;32;;Bolones;;BOL;sand, pavimment, rubble;;1357;1546
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;33;;Rubble;;R;sand, pavimment, rubble;CRpink;2856;1897
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;34;;Rubble;;R;sand, pavimment, rubble;;226;2101
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;35;;Rubble;;R;sand, pavimment, rubble;;2557;2141
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;36;;Conchas;;CON;sand, pavimment, rubble;CRpink;1562;2787
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;37;;Conchas;;CON;sand, pavimment, rubble;CRpink;2080;795
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;38;;Rubble;;R;sand, pavimment, rubble;;1991;1078
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;39;;Rubble;;R;sand, pavimment, rubble;CRpink;2158;2643
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;40;;Bolones;;BOL;sand, pavimment, rubble;;1420;1774
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;41;;Rubble;;R;sand, pavimment, rubble;CRpink;156;1705
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;42;;Rubble;;R;sand, pavimment, rubble;CRpink;1314;111
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;43;;Bolones;;BOL;sand, pavimment, rubble;;1307;2081
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;44;;Rubble;;R;sand, pavimment, rubble;;1029;1180
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;45;;sedimento grueso;;SEDg;sand, pavimment, rubble;;1271;741
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;46;;Bolones;;BOL;sand, pavimment, rubble;;717;2382
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;47;;Bolones;;BOL;sand, pavimment, rubble;;1075;1914
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;48;;Rubble;;R;sand, pavimment, rubble;;2411;1958
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;49;;Bolones;;BOL;sand, pavimment, rubble;;2672;1573
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;1;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1395.JPG;50;50;;Bolones;;BOL;sand, pavimment, rubble;;417;770
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;1;;Crustosa rosada;;CRpink;Algae;;3197;2679
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;2;;Crustosa café;;CRbrown;Algae;;1373;2719
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;3;;Crustosa rosada;;CRpink;Algae;;3428;483
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;4;;Roca;;RO;sand, pavimment, rubble;;361;1845
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;5;;Crustosa rosada;;CRpink;Algae;;1480;751
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;6;;Crustosa rosada;;CRpink;Algae;;1396;334
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;7;;Crustosa rosada;;CRpink;Algae;;3245;1015
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;8;;Crustosa rosada;;CRpink;Algae;;1824;1204
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;9;;Crustosa rosada;;CRpink;Algae;;1755;714
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;10;;sedimento grueso;;SEDg;sand, pavimment, rubble;;1381;175
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;11;;Crustosa rosada;;CRpink;Algae;;893;805
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;12;;Crustosa rosada;;CRpink;Algae;;3572;1553
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;13;;sedimento grueso;;SEDg;sand, pavimment, rubble;;1165;232
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;14;;Crustosa rosada;;CRpink;Algae;;357;1780
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;15;;Centrostepanus rodgersii;;ERI;Invertebrates;;1734;1925
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;16;;Crustosa rosada;;CRpink;Algae;;1735;1088
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;17;;Crustosa rosada;;CRpink;Algae;;3154;2164
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;18;;Crustosa rosada;;CRpink;Algae;;3099;2244
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;19;;Centrostepanus rodgersii;;ERI;Invertebrates;;2251;1861
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;20;;Crustosa rosada;;CRpink;Algae;;3653;2531
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;21;;Crustosa rosada;;CRpink;Algae;;2494;296
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;22;;Roca;;RO;sand, pavimment, rubble;;1169;2971
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;23;;Crustosa rosada;;CRpink;Algae;;2;1951
;F1154094;;Juan Fernandez;Chile;Loberia;;LB;;;;;;;1;;25;15;2;Foliose;;2016;;;gopro;;;Sofia;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.cpc;C:\Users\Administrador\Documents\Subelab\JF CPCe 2.0\IMG_1397.JPG;50;24;;Centrostepanus rodgersii;;ERI;Invertebrates;;3776;157
